CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
717602733,no,47,male,3,third level,single,<30k,blue,35,1842.00,0.000,yes,0.43236075373632
717603858,no,54,male,3,third level,single,31 – 50k,blue,42,5608.00,0.317,no,0.688488081581412
717613233,no,45,male,4,primary,married/living with partner,51 – 70k,gold,33,25907.00,0.029,no,0.760088398461009
717622308,no,63,female,0,secondary,single,<30k,blue,36,2074.00,0.814,no,0.819637702050356
717623583,no,36,female,3,secondary,married/living with partner,<30k,blue,27,3444.00,0.709,no,0.791180974498579
717624708,yes,59,male,2,secondary,divorced,<30k,blue,51,1438.30,0.000,yes,0.915085888174351
717626508,no,44,female,3,third level,married/living with partner,<30k,blue,36,1699.00,0.000,yes,0.152932691173425
717627333,no,53,female,2,third level,married/living with partner,31 – 50k,blue,40,2127.00,0.938,no,0.823292438788367
717631008,no,38,male,2,third level,married/living with partner,71 – 110k,blue,31,24296.00,0.000,yes,0.881487147468855
717636933,no,48,female,5,third level,divorced,31 – 50k,blue,40,4365.00,0.000,yes,0.916806370064892
717640083,yes,59,male,1,secondary,married/living with partner,51 – 70k,blue,36,6705.00,0.000,yes,0.296389675761281
717642633,no,51,male,2,third level,married/living with partner,51 – 70k,blue,40,3750.00,0.480,no,0.765053103058061
717643608,no,48,male,4,third level,married/living with partner,71 – 110k,blue,36,26443.00,0.061,no,0.918197370635819
717646983,yes,59,female,1,third level,single,<30k,blue,49,3214.00,0.132,no,0.818578363557444
717648783,no,63,male,2,secondary,married/living with partner,71 – 110k,blue,51,6922.00,0.246,no,0.374870492028374
717650133,no,41,male,5,third level,single,51 – 70k,blue,28,4821.00,0.296,no,0.34284263719874
717651333,no,55,female,2,third level,single,<30k,blue,43,1745.00,0.669,no,0.571208858881545
717656433,no,50,female,2,third level,single,<30k,blue,40,2167.00,0.456,no,0.464669232413065
717657333,no,43,female,3,third level,single,<30k,blue,36,7584.00,0.242,no,0.794470160023668
717658758,no,49,male,4,third level,single,111k+,gold,36,34516.00,0.000,yes,0.114667197313009
717661908,no,37,male,5,third level,single,71 – 110k,gold,36,34516.00,0.000,yes,0.789170872284896
717663033,no,51,male,2,primary,single,111k+,blue,35,34516.00,0.031,no,0.706876476522864
717664008,yes,37,male,3,third level,married/living with partner,51 – 70k,blue,19,3100.00,0.812,no,0.127041646285796
717666783,yes,56,female,3,third level,single,<30k,blue,46,2272.00,0.594,no,0.00430047506746878
717667833,no,34,male,1,third level,married/living with partner,31 – 50k,blue,36,3735.00,0.344,no,0.245438057197757
717669483,no,52,male,1,third level,single,71 – 110k,blue,44,34516.00,0.000,yes,0.317057377843557
717670758,no,30,female,1,third level,single,<30k,blue,20,5030.00,0.264,no,0.24784839876575
717678408,no,61,female,1,third level,married/living with partner,31 – 50k,blue,47,8633.00,0.292,no,0.0408687685828975
717682233,no,49,male,4,primary,married/living with partner,51 – 70k,blue,36,6139.00,0.258,no,0.576242863785099
717683583,no,39,male,3,secondary,single,51 – 70k,blue,36,6929.00,0.244,no,0.234782523265008
717684858,no,50,male,3,primary,single,111k+,blue,38,22304.00,0.060,no,0.686326252900923
717688233,no,34,female,4,secondary,married/living with partner,31 – 50k,blue,28,2432.00,0.350,no,0.551280600329442
717701733,no,44,male,2,third level,married/living with partner,71 – 110k,blue,35,11910.00,0.176,no,0.149023987271163
717708783,no,57,male,2,third level,single,111k+,gold,51,34516.00,0.041,no,0.334905468301094
717713283,no,42,female,3,third level,married/living with partner,<30k,blue,33,8628.00,0.125,no,0.205806998113979
717714633,no,49,male,3,primary,married/living with partner,111k+,blue,38,14938.00,0.000,yes,0.497108296405884
717720108,no,42,male,2,third level,married/living with partner,71 – 110k,blue,31,12386.00,0.079,no,0.0407666266396651
717721458,no,45,male,4,third level,divorced,51 – 70k,blue,40,10408.00,0.114,no,0.390629583959388
717722958,no,43,male,3,primary,married/living with partner,71 – 110k,blue,36,4654.00,0.290,no,0.870696030329197
717725433,yes,54,female,2,third level,married/living with partner,31 – 50k,blue,44,1606.00,0.000,yes,0.435375552814091
717727308,no,50,female,1,primary,married/living with partner,<30k,blue,36,4204.00,0.119,no,0.61595511236809
717728808,no,39,female,2,third level,married/living with partner,<30k,blue,26,4531.00,0.268,no,0.133627892078294
717730533,no,32,male,0,third level,single,31 – 50k,blue,21,1614.00,0.573,no,0.0580243462453642
717733158,no,43,female,3,third level,married/living with partner,<30k,blue,29,3186.00,0.790,no,0.633841862665238
717740658,no,55,female,2,third level,married/living with partner,<30k,blue,45,1850.00,0.509,no,0.254969985540008
717748608,yes,35,female,4,secondary,married/living with partner,<30k,blue,24,1555.00,0.561,no,0.351686574442049
717750858,no,32,female,2,third level,single,<30k,blue,16,2973.00,0.823,no,0.47374468266024
717755058,no,41,female,4,third level,single,<30k,blue,36,2687.00,0.490,no,0.641920844234269
717757608,no,53,male,2,third level,single,111k+,blue,36,34516.00,0.030,no,0.559977931875725
717758583,no,40,male,3,secondary,#NULL!,51 – 70k,blue,36,3624.00,0.545,no,0.152238186377582
717769008,no,38,male,2,third level,married/living with partner,71 – 110k,blue,36,11444.00,0.112,no,0.731765267000201
717773433,no,57,female,0,third level,married/living with partner,<30k,blue,45,2448.00,0.000,yes,0.980031777905214
717774333,yes,48,male,3,secondary,married/living with partner,51 – 70k,blue,36,8431.00,0.000,yes,0.841315135817714
717775608,no,51,male,2,third level,#NULL!,71 – 110k,blue,43,4830.00,0.408,no,0.0314744613126241
717776808,no,47,female,4,third level,single,<30k,blue,39,7353.00,0.197,no,0.0355126786936839
717781608,no,52,female,3,third level,married/living with partner,<30k,blue,40,9230.00,0.164,no,0.519070440860359
717783483,no,47,female,5,third level,divorced,<30k,blue,30,5016.00,0.456,no,0.826183215187778
717784983,no,41,female,2,primary,married/living with partner,<30k,blue,33,3893.00,0.297,no,0.52153607208684
717787533,no,51,female,1,secondary,married/living with partner,<30k,blue,40,5158.00,0.425,no,0.921277278111497
717788958,no,31,male,0,third level,divorced,71 – 110k,blue,19,21615.00,0.026,no,0.619969015471595
717790233,no,37,female,2,third level,single,31 – 50k,blue,26,1438.30,0.517,no,0.727795353619411
717793983,yes,55,male,3,third level,single,31 – 50k,gold,45,18128.00,0.000,yes,0.319090203858069
717797658,no,57,female,2,third level,married/living with partner,<30k,blue,45,1438.30,0.514,no,0.637443406662165
717800358,no,48,male,3,secondary,single,71 – 110k,blue,36,10111.00,0.086,no,0.575357895279857
717804783,no,40,female,3,third level,single,<30k,blue,27,6587.00,0.125,no,0.166311616415781
717806133,no,40,male,2,primary,divorced,51 – 70k,blue,29,23603.00,0.000,yes,0.591246753713614
717819633,no,49,female,3,primary,married/living with partner,<30k,blue,42,3949.00,0.370,no,0.839245311008717
717822108,no,60,female,0,primary,single,<30k,blue,48,3302.00,0.762,no,0.345244734514444
717826308,no,49,female,5,primary,married/living with partner,<30k,blue,36,2331.00,0.771,no,0.359757744169545
717828108,no,57,male,2,third level,married/living with partner,71 – 110k,blue,42,21875.00,0.115,no,0.177355785937996
717830583,no,41,male,2,third level,married/living with partner,71 – 110k,blue,36,9133.00,0.234,no,0.743028942429799
717831783,no,58,female,2,primary,married/living with partner,<30k,blue,45,1942.00,0.791,no,0.771927826623106
717835908,no,33,male,2,third level,married/living with partner,71 – 110k,blue,22,1438.30,0.473,no,0.351489403519879
717836733,no,49,female,1,third level,married/living with partner,<30k,blue,36,5153.00,0.267,no,0.798920914755641
717837858,no,47,male,5,third level,married/living with partner,111k+,blue,34,17603.00,0.060,no,0.478399473583651
717843783,no,33,female,1,third level,single,<30k,gold,17,13431.00,0.118,no,0.24588153505072
717846108,no,49,male,4,primary,married/living with partner,51 – 70k,blue,34,12994.00,0.070,no,0.829785925889155
717853233,no,41,male,2,third level,married/living with partner,71 – 110k,blue,31,3306.00,0.214,no,0.356044260923658
717855933,no,38,female,2,secondary,married/living with partner,31 – 50k,blue,27,1776.00,0.893,no,0.16086494936109
717859233,no,41,male,5,third level,married/living with partner,71 – 110k,blue,37,12578.00,0.200,no,0.166757340475806
717860358,no,40,female,3,secondary,single,31 – 50k,blue,36,5124.00,0.436,no,0.945264948039725
717862308,no,45,female,2,third level,divorced,31 – 50k,blue,27,2901.00,0.822,no,0.0287494262749831
717866133,no,47,female,2,third level,single,<30k,blue,36,2677.00,0.519,no,0.379362311890197
717874533,yes,46,male,2,secondary,single,31 – 50k,blue,36,6362.00,0.000,yes,0.525935721160051
717877533,no,39,female,2,third level,single,31 – 50k,blue,36,11314.00,0.000,yes,0.790756819985064
717885183,no,36,male,1,third level,single,<30k,blue,25,2622.00,0.949,no,0.0471369164698376
717886008,no,63,male,1,secondary,single,<30k,blue,51,6102.00,0.000,yes,0.934271308007196
717888108,no,47,female,3,third level,single,31 – 50k,blue,35,2872.00,0.876,no,0.436203150504233
717890583,no,48,female,1,third level,divorced,31 – 50k,blue,38,3503.00,0.449,no,0.434136197193381
717895833,no,55,male,3,third level,single,111k+,blue,44,6455.00,0.285,no,0.27781482241278
717898758,yes,55,female,2,third level,married/living with partner,<30k,gold,45,12207.00,0.000,yes,0.831245932434523
717904383,no,40,male,2,third level,married/living with partner,71 – 110k,blue,31,18693.00,0.110,no,0.493246910503216
717906783,no,41,male,5,third level,single,111k+,blue,29,5207.00,0.336,no,0.834535088171745
717908208,no,43,female,3,third level,divorced,<30k,blue,36,2525.00,0.632,no,0.740130566623807
717912483,no,43,male,4,third level,#NULL!,71 – 110k,blue,27,27259.00,0.000,yes,0.956866112085195
717920583,no,60,female,1,primary,divorced,<30k,blue,49,1443.00,0.000,yes,0.264038252627444
717926358,no,46,female,2,third level,single,<30k,blue,30,5494.00,0.390,no,0.953666740810343
717928308,no,40,female,1,primary,single,<30k,gold,34,13669.00,0.130,no,0.752819907841823
717929133,no,44,male,1,primary,married/living with partner,51 – 70k,blue,36,14450.00,0.169,no,0.327181700414493
717930483,yes,37,male,2,third level,single,111k+,blue,25,5616.00,0.000,yes,0.534043104351243
717945108,no,49,female,3,third level,#NULL!,31 – 50k,blue,36,3088.00,0.478,no,0.968338397056911
717947508,no,47,male,3,primary,divorced,71 – 110k,blue,34,1626.00,0.623,no,0.164062987529918
717949008,yes,40,female,4,secondary,single,31 – 50k,blue,29,1554.00,0.265,no,0.582552037727765
717949983,no,47,male,1,primary,married/living with partner,31 – 50k,blue,36,8168.00,0.262,no,0.968686124878971
717953283,no,41,male,3,third level,married/living with partner,51 – 70k,blue,31,2122.00,0.560,no,0.0523097654220993
717956283,no,57,female,1,third level,single,31 – 50k,blue,48,10953.00,0.178,no,0.288496915505049
717958833,no,46,male,4,third level,married/living with partner,51 – 70k,blue,35,1535.00,0.456,no,0.0253499223892569
717960033,no,52,female,1,third level,single,<30k,blue,44,2484.00,0.602,no,0.734620080054608
717961458,no,49,female,2,primary,single,<30k,blue,37,2934.00,0.812,no,0.928167184262056
717970158,no,42,male,2,third level,single,51 – 70k,blue,36,8083.00,0.000,yes,0.747551895498924
717971208,no,39,female,5,third level,single,<30k,blue,28,2077.00,0.000,yes,0.909199094294844
717972408,no,44,male,2,primary,married/living with partner,71 – 110k,blue,34,2558.00,0.788,no,0.618399459027268
717975333,no,50,male,2,third level,married/living with partner,71 – 110k,blue,38,25300.00,0.053,no,0.842979210131013
717978033,no,36,female,1,secondary,single,<30k,blue,36,5257.00,0.299,no,0.656603102294382
717983058,no,41,female,3,third level,married/living with partner,31 – 50k,blue,29,1982.00,0.539,no,0.228850603739157
717985158,no,47,male,2,third level,#NULL!,31 – 50k,blue,37,2335.00,0.588,no,0.957126115352417
717986058,no,29,female,0,secondary,single,<30k,blue,13,5240.00,0.307,no,0.610843298653302
717990183,no,52,male,4,primary,married/living with partner,71 – 110k,blue,36,7474.00,0.327,no,0.191297718633924
717991533,no,44,male,2,primary,married/living with partner,31 – 50k,blue,36,3843.00,0.380,no,0.0538198739507507
717992433,no,50,male,4,third level,married/living with partner,71 – 110k,blue,39,11900.00,0.151,no,0.566333236559182
717994608,no,51,male,0,third level,married/living with partner,71 – 110k,blue,40,7158.00,0.000,yes,0.0224009776215378
717998058,no,26,male,0,third level,single,<30k,blue,13,2585.00,0.781,no,0.934666192195936
717999183,no,36,male,3,secondary,married/living with partner,51 – 70k,blue,36,4108.00,0.404,no,0.937095175464266
718001508,no,41,female,3,third level,married/living with partner,<30k,blue,29,2890.00,0.744,no,0.844712300456023
718002633,no,48,female,2,third level,married/living with partner,31 – 50k,gold,41,16002.00,0.130,no,0.588669656504074
718005108,no,44,female,5,third level,married/living with partner,<30k,blue,34,2096.00,0.816,no,0.904416672127605
718006608,no,44,female,5,primary,single,<30k,blue,36,7742.00,0.150,no,0.268409540064677
718009158,no,50,female,3,primary,single,<30k,blue,41,2563.00,0.726,no,0.0461611977799857
718010133,no,46,female,2,third level,single,<30k,blue,35,2888.00,0.568,no,0.464778515889487
718011783,no,55,male,3,third level,married/living with partner,31 – 50k,blue,36,2205.00,0.606,no,0.63213982420204
718020408,no,60,female,1,third level,married/living with partner,<30k,blue,36,1977.00,0.276,no,0.123128938970723
718021608,no,45,female,3,third level,married/living with partner,31 – 50k,blue,34,1533.00,0.475,no,0.400118309842071
718023708,no,53,female,2,primary,single,31 – 50k,blue,42,14839.00,0.150,no,0.0629161349583662
718025808,no,61,male,0,secondary,divorced,51 – 70k,blue,51,5852.00,0.331,no,0.13531355299617
718026858,no,52,female,2,third level,single,<30k,blue,36,2370.00,0.629,no,0.953532276330963
718030083,no,59,male,1,third level,married/living with partner,51 – 70k,blue,36,7871.00,0.214,no,0.962381137357801
718031508,no,45,male,4,third level,divorced,71 – 110k,blue,37,1535.00,0.000,yes,0.816699262627584
718032483,no,33,female,4,third level,married/living with partner,<30k,blue,16,1438.30,0.425,no,0.521232111639921
718034058,no,40,male,4,third level,single,51 – 70k,blue,36,8529.00,0.106,no,0.066236769431709
718037433,no,58,male,1,third level,married/living with partner,71 – 110k,blue,49,1654.00,0.758,no,0.56455354689361
718038483,no,42,male,3,primary,single,71 – 110k,blue,35,16054.00,0.000,yes,0.418484954870265
718039683,no,52,male,2,secondary,single,31 – 50k,blue,45,13532.00,0.096,no,0.202514515348203
718041033,no,47,female,4,third level,married/living with partner,<30k,blue,36,2178.00,0.668,no,0.0642745273620022
718043583,no,50,male,2,primary,single,111k+,blue,40,21794.00,0.063,no,0.873450497104867
718045008,yes,31,male,0,third level,married/living with partner,<30k,blue,21,3768.00,0.000,yes,0.439040441700079
718050033,no,54,male,2,third level,married/living with partner,111k+,blue,43,5657.00,0.304,no,0.133053299161906
718056033,no,44,female,3,secondary,married/living with partner,<30k,blue,34,4135.00,0.388,no,0.597785470632052
718060983,no,49,female,1,third level,married/living with partner,<30k,blue,36,3423.00,0.639,no,0.326597581643792
718063083,no,40,male,2,third level,married/living with partner,31 – 50k,blue,31,6500.00,0.312,no,0.873857778005111
718064283,no,46,male,3,primary,divorced,51 – 70k,blue,34,11501.00,0.062,no,0.775521252775041
718065333,no,39,female,4,third level,married/living with partner,31 – 50k,blue,29,2385.00,0.826,no,0.0735142918590959
718068933,no,36,female,3,primary,single,<30k,blue,36,5750.00,0.265,no,0.26458926287083
718071933,no,49,male,1,third level,married/living with partner,31 – 50k,blue,36,4158.00,0.454,no,0.402991234576042
